3,1,65211-23-1-3-5,N,N,642-3-4,N,Y,4-5,Y,Y,6,Y,Y,,,
3,1,6521-2-4-6-65-4,N,Y,531-3-4,N,Y,2-3,Y,Y,1,Y,Y,,,
3,1,4211-23-1-3-5-6,N,Y,52-3-4-6,N,Y,4-5,Y,Y,6,Y,N,,,
3,1,43-1-2311-2-5-6,N,N,642-3-5,N,Y,4-5,Y,Y,6,Y,N,,,
3,1,431-321-2-5,N,N,65-4-642-3-5,N,Y,6,Y,Y,1,Y,Y,,,
3,1,65-4642-3-5,N,N,431-23-1-2-5,N,Y,6,Y,Y,1,Y,N,,,
3,1,43-1-321-2-5,N,N,65-4-642-3-5,N,N,6,Y,Y,1,Y,Y,,,
3,1,421-23-1-3-5,N,N,652-3-4-65-4,N,N,6,Y,N,1,Y,Y,,,
3,1,531-321-2-4,N,Y,652-3-464-5,N,Y,6,Y,Y,1,Y,Y,,,
3,1,531-2-5-64-542-3-4-6,N,N,21-3,N,Y,6,Y,N,1,Y,N,,,
3,1,6421-3-54-5-652-3-4,N,N,31-2,N,N,6,Y,Y,1,Y,N,,,
3,1,6521-3-4-642-3-54-5,N,N,31-2,N,N,6,Y,Y,1,Y,N,,,
3,1,42-3-5431-321-2-5-6,N,N,64-5,N,Y,6,Y,N,1,Y,Y,,,
3,1,531-2-4521-32-3-4-6,N,Y,4-5-6,N,Y,6,Y,N,1,Y,N,,,
3,1,531-2-5-64-543-2-4-6,N,Y,21-3,N,Y,6,Y,N,1,Y,N,,,
3,1,421-2-5431-32-3-5-6,N,Y,64-5,N,N,6,Y,N,1,Y,Y,,,
3,1,64-5-652-3-5421-3-4,N,Y,31-2,N,Y,6,Y,Y,1,Y,N,,,
3,1,53-2-5-6421-23-1-3-4,N,N,64-5,N,Y,6,Y,N,1,Y,Y,,,
3,1,6521-3-5431-23-2-4,N,N,64-5,N,Y,6,Y,N,1,Y,N,,,
3,1,6521-2-453-231-3-4,N,Y,64-5,N,N,6,Y,N,1,Y,Y,,,
3,1,653-2-4521-3-4-64-5,N,N,31-2,N,N,6,Y,Y,1,Y,N,,,
3,1,6531-321-2-542-3-4,N,Y,64-5,N,Y,6,Y,N,1,Y,Y,,,
3,1,65-4-652-3-5431-2-4,N,N,21-3,N,Y,6,Y,N,1,Y,N,,,
3,1,652-3-4531-23-1-2-4,N,Y,64-5,N,Y,6,Y,N,1,Y,N,,,
3,1,5-4-6431-2-542-3-5-6,N,Y,21-3,N,N,6,Y,Y,1,Y,N,,,
3,1,5-4-6431-2-5-6,N,Y,42-321-3-5,N,N,6,Y,Y,1,Y,N,,,
3,1,643-1-321-2-5,N,Y,4-542-3-5-6,N,Y,6,Y,N,1,Y,Y,,,
3,1,6421-231-3-45-4,N,N,652-3-5,N,N,6,Y,Y,1,Y,Y,,,
3,1,6521-23-2-4-65-4,N,Y,431-3-5,N,Y,6,Y,N,1,Y,Y,,,
3,1,642-321-2-5-64-5,N,N,431-3-5,N,Y,6,Y,N,1,Y,Y,,,
3,1,6521-23-2-4-64-5,N,Y,431-3-5,N,Y,6,Y,Y,1,Y,Y,,,
3,1,521-23-1-3-54-5-6,N,N,42-3-4-6,N,Y,6,Y,Y,1,Y,Y,,,
3,1,531-32-3-4-64-5-6,N,Y,421-2-5,N,N,6,Y,Y,1,Y,Y,,,
3,1,642-3-5-65-4,N,Y,5211-3-4,N,N,31-2,N,Y,6,Y,Y,,,
3,1,52-3-54-5-6-6,N,Y,421-3-4-6,N,N,31-2,N,Y,1,Y,N,,,
3,1,5211-23-2-4,N,N,6431-3-5,N,N,4-5-6,N,Y,6,Y,N,,,
3,1,421-231-3-5,N,Y,52-3-4-6-6,N,Y,4-5-6,N,Y,1,Y,Y,,,
3,1,42-321-2-54-5-6,N,N,531-3-4-6,N,N,6,Y,N,1,Y,Y,,,
3,1,65-4531-32-3-4,N,Y,521-2-4-6,N,N,6,Y,N,1,Y,Y,,,
3,1,6431-23-2-45-4,N,Y,521-3-5-6,N,N,6,Y,Y,1,Y,N,,,
3,1,5-4-6421-32-3-4,N,N,531-2-5-6,N,N,6,Y,Y,1,Y,N,,,
3,1,6421-2-5-6-6431-3-5,N,Y,2-3,Y,Y,4-5,Y,Y,1,Y,Y,,,
3,1,6421-3-5-6-6431-2-5,N,Y,2-3,Y,Y,4-5,Y,N,1,Y,N,,,
3,1,652-1-3-4-64211-3-5,N,Y,2-3,Y,Y,4-5,Y,N,6,Y,Y,,,
3,1,6421-2-5-6-6531-3-4,N,N,2-3,Y,N,4-5,Y,Y,1,Y,Y,,,
3,1,652-1-2-4-64311-3-5,N,N,2-3,Y,Y,4-5,Y,Y,6,Y,Y,,,
3,1,64211-2-5-643-1-3-5,N,N,2-3,Y,N,4-5,Y,Y,6,Y,N,,,
3,1,65311-2-543-1-2-4,N,N,64-5,N,N,2-3,Y,N,6,Y,N,,,
3,1,6431-2-5-6-653-2-4,N,Y,21-3,N,N,4-5,Y,N,1,Y,N,,,
3,1,531-2-5-6421-3-4,N,Y,664-5,N,N,2-3,Y,N,1,Y,N,,,
3,1,6431-2-5-642-3-5,N,Y,211-3,N,Y,4-5,Y,N,6,Y,N,,,
3,1,521-3-5-6-6,N,N,42-3-4-6,N,Y,311-2,N,N,4-5,Y,Y,,,
3,1,531-2-4-6-6,N,Y,652-3-4,N,Y,211-3,N,Y,4-5,Y,Y,,,
3,2,631-3652-35421-24-5,N,Y,6,Y,N,4,Y,N,1,Y,Y,,,
3,2,6521-3-631-242-35-4-5,N,N,6,Y,Y,4,Y,Y,1,Y,N,,,
3,2,631-2-5-63-1-242-354-5,N,Y,6,Y,N,4,Y,Y,1,Y,N,,,
3,2,65421-3-631-2-53-24-5,N,N,6,Y,Y,4,Y,N,1,Y,N,,,
3,2,65421-3-63-2-531-24-5,N,N,6,Y,Y,4,Y,N,1,Y,N,,,
3,2,654-531-2421-3-63-2-5,N,Y,6,Y,Y,4,Y,Y,1,Y,N,,,
3,2,63-1-354-5-6521-2-42-3,N,N,6,Y,Y,4,Y,Y,1,Y,Y,,,
3,2,6521-3631-2-42-35-4-5,N,N,6,Y,Y,4,Y,Y,1,Y,N,,,
3,2,63-2421-2-565-4-531-3,N,N,6,Y,Y,4,Y,Y,1,Y,Y,,,
3,2,631-242-36521-35-4-5,N,N,6,Y,N,4,Y,Y,1,Y,N,,,
3,2,631-2421-3652-354-5,N,Y,6,Y,N,4,Y,Y,1,Y,N,,,
3,2,63-1-2-5-654-531-2-42-3,N,N,6,Y,Y,4,Y,Y,1,Y,N,,,
3,2,5-4-5-6521-2-42-3-631-3,N,Y,6,Y,Y,4,Y,Y,1,Y,Y,,,
3,2,63-2421-2-565-4-53-1-3,N,Y,6,Y,Y,4,Y,Y,1,Y,Y,,,
3,2,654-5631-2-53-1-2-42-3,N,N,6,Y,N,4,Y,Y,1,Y,N,,,
3,2,65-4-5631-2-53-1-2-42-3,N,Y,6,Y,N,4,Y,Y,1,Y,N,,,
3,2,54-5-63-1-3-6521-242-3,N,Y,6,Y,N,4,Y,Y,1,Y,Y,,,
3,2,63-2-421-35-4-5-631-2-5,N,Y,6,Y,N,4,Y,Y,1,Y,N,,,
3,2,631-24-53-1-2-4-5-652-3,N,N,6,Y,Y,4,Y,N,1,Y,N,,,
3,2,63-24-531-2-4-5-6521-3,N,N,6,Y,Y,4,Y,N,1,Y,N,,,
3,2,63-24-56521-2-4-53-1-3,N,Y,6,Y,Y,4,Y,N,1,Y,Y,,,
3,2,521-2-4-531-3-63-24-5-6,N,N,6,Y,Y,4,Y,N,1,Y,Y,,,
3,2,65-421-2-563-2-4-531-3,N,Y,6,Y,N,4,Y,N,1,Y,Y,,,
3,2,54421-3-65-42-3,N,Y,31-2-5-6,N,Y,6,Y,N,1,Y,N,,,
3,2,631-2-421-354-5,N,Y,6652-3,N,Y,4,Y,Y,1,Y,N,,,
3,2,6542-3-6-631-2-5,N,N,5-421-3,N,Y,4,Y,N,1,Y,N,,,
3,2,665421-3-63-2-5,N,N,4-531-2,N,Y,4,Y,N,1,Y,N,,,
3,2,4-53-1-2-5-6311-2,N,Y,542-3-6,N,Y,6,Y,N,4,Y,N,,,
3,2,65421-35-4-42-3,N,Y,631-2-5,N,Y,6,Y,N,1,Y,N,,,
3,2,631-2421-354-5,N,Y,6652-3,N,N,4,Y,Y,1,Y,N,,,
3,2,3-1-2-531-2-42-3-6-6,N,Y,654-5,N,N,4,Y,Y,1,Y,N,,,
3,2,31-2-53-1-2-42-3-6-6,N,N,54-5-6,N,N,4,Y,Y,1,Y,N,,,
3,2,631-2-53-2-4-421-3,N,Y,54-5-6,N,N,6,Y,Y,1,Y,N,,,
3,2,665421-2-53-24-5,N,Y,631-3,N,N,4,Y,N,1,Y,Y,,,
3,2,54211-24-5-63-1-3,N,Y,52-3-6,N,N,6,Y,N,4,Y,N,,,
3,2,54-5-63-2-5311-3-6,N,N,21-2-4,N,N,6,Y,N,4,Y,Y,,,
3,2,5-4-5-65211-242-3,N,Y,31-3-6,N,N,6,Y,Y,4,Y,Y,,,
3,2,544-5-631-2-421-3,N,Y,52-3-6,N,N,6,Y,N,1,Y,N,,,
3,2,65-4-53-24211-2-5,N,N,31-3-6,N,N,6,Y,Y,4,Y,Y,,,
3,2,6631-3521-2-42-3,N,N,54-5-6,N,N,4,Y,Y,1,Y,Y,,,
3,2,4-5311-2-4-5-63-1-2,N,N,52-3-6,N,N,6,Y,N,4,Y,N,,,
3,2,63-24421-2-531-3,N,Y,54-5-6,N,N,6,Y,Y,1,Y,Y,,,
3,2,65-4211-3-652-1-3,N,N,542-3,N,N,6,Y,N,4,Y,N,,,
3,2,652-354211-24-5,N,N,31-3-6,N,N,6,Y,Y,4,Y,N,,,
3,2,5-4-5-6311-3,N,Y,52-3-6-6,N,Y,421-2,N,N,4,Y,Y,,,
3,2,544-5-652-3,N,Y,4211-2,N,N,31-3-6,N,N,6,Y,Y,,,
3,2,663-2421-3,N,Y,311-2-5,N,N,654-5,N,N,4,Y,Y,,,
3,2,652-3544-5,N,N,211-2-4,N,N,631-3,N,N,6,Y,Y,,,
3,2,5211-242-3,N,Y,54-5-631-3-6,N,N,6,Y,N,4,Y,Y,,,
3,2,5-421-2-4-5-6,N,N,6311-352-3,N,N,6,Y,Y,4,Y,N,,,
3,2,5211-2-4-42-3,N,N,654-5,N,N,631-3,N,N,6,Y,Y,,,
3,2,6652-35-4-4-5,N,Y,21-2-4,N,N,631-3,N,N,1,Y,Y,,,
3,2,54-5-63-2-421-3,N,N,6311-2-5,N,N,6,Y,N,4,Y,Y,,,
3,2,5-421-2-53-1-3-6,N,N,65442-3,N,N,6,Y,N,1,Y,Y,,,
3,2,6521-24-531-3,N,N,5442-3-6,N,Y,6,Y,N,1,Y,Y,,,
3,2,521-2-4-5-631-3,N,N,5-42-3-6-6,N,Y,4,Y,N,1,Y,Y,,,
3,2,63-2-4-421-2-5,N,N,5-4-5-631-3,N,Y,6,Y,N,1,Y,Y,,,
3,2,6521-2442-3,N,Y,631-35-4-5,N,Y,6,Y,N,1,Y,Y,,,
3,2,54-5-6-6521-3,N,Y,31-2-42-3-6,N,Y,4,Y,Y,1,Y,N,,,
3,2,63-244-531-3,N,Y,65421-2-5,N,Y,6,Y,Y,1,Y,Y,,,
3,2,521-2-42-3-6-6,N,N,654-531-3,N,Y,4,Y,Y,1,Y,Y,,,
3,2,665-4-531-2-5,N,N,63-2-421-3,N,Y,4,Y,Y,1,Y,N,,,
3,2,3-2-4-4-531-3-6,N,Y,521-24-5-6,N,Y,6,Y,Y,1,Y,Y,,,
3,2,65-42-1-3-654211-3,N,Y,52-3,Y,Y,6,Y,N,4,Y,N,,,
3,2,65-421-3-6-631-2-4-5,N,N,52-3,Y,Y,4,Y,N,1,Y,N,,,
3,3,4-54-212-5-32-6,N,Y,4-6-3-13,N,N,5-6,Y,N,1,Y,Y,,,
3,3,5-64-6-32-4-313,N,Y,5-2-12-6,N,N,4-5,Y,N,1,Y,Y,,,
3,3,6-5-3134-2-12-5,N,N,4-6-32-6,N,Y,4-5,Y,N,1,Y,Y,,,
3,3,6-54-234-5-313,N,N,5-212-6,N,N,4-6,Y,Y,1,Y,Y,,,
3,3,4-64-2-12-6-32-5,N,N,4-5-3-13,N,N,5-6,Y,N,1,Y,Y,,,
3,3,6-5-3-134-64-23,N,N,5-212-6,N,Y,4-5,Y,Y,1,Y,Y,,,
3,3,6-2-12-54-64-23,N,N,4-5-3-13,N,N,5-6,Y,N,1,Y,Y,,,
3,3,6-234-65-212-4,N,Y,5-6-3-13,N,N,4-5,Y,Y,1,Y,Y,,,
3,3,6-5-3-134-54-23,N,N,5-212-6,N,Y,4-6,Y,Y,1,Y,Y,,,
3,3,6-46-234-5-3-13,N,Y,4-212-5,N,Y,5-6,Y,Y,1,Y,Y,,,
3,3,4-6-32-64-5-3-13,N,Y,4-2-12-5,N,N,5-6,Y,Y,1,Y,Y,,,
3,3,4-54-2-12-6-3-13,N,N,5-65-23,N,N,4-6,Y,N,1,Y,Y,,,
3,3,6-45-234-5-3-13,N,N,4-212-6,N,N,5-6,Y,Y,1,Y,Y,,,
3,3,6-56-2-12-54-23,N,Y,4-5-313,N,Y,4-6,Y,Y,1,Y,Y,,,
3,3,6-2-12-45-234-5-313,N,N,5-6,Y,N,4-6,Y,N,1,Y,Y,,,
3,3,4-2-12-64-6-32-5-3-13,N,Y,4-5,Y,Y,5-6,Y,N,1,Y,Y,,,
3,3,6-212-54-5-3-134-23,N,N,5-6,Y,N,4-6,Y,Y,1,Y,Y,,,
3,3,6-234-5-3-12-45-2-13,N,N,5-6,Y,N,4-6,Y,N,1,Y,N,,,
3,3,6-234-2-12-54-5-3-13,N,Y,5-6,Y,N,4-6,Y,Y,1,Y,Y,,,
3,3,6-234-64-2-12-5-3-13,N,Y,4-5,Y,N,5-6,Y,Y,1,Y,Y,,,
3,3,6-234-64-2-12-5-313,N,N,4-5,Y,N,5-6,Y,Y,1,Y,Y,,,
3,3,6-2-12-54-234-5-313,N,Y,5-6,Y,N,4-6,Y,N,1,Y,Y,,,
3,3,6-5-32-65-2-134-213,N,N,4-5,Y,N,4-6,Y,N,1,Y,N,,,
3,3,5-2-12-6-3134-64-23,N,N,4-5,Y,N,5-6,Y,Y,1,Y,Y,,,
3,3,4-234-6-312-5-3-12-6,N,Y,4-5,Y,N,5-6,Y,N,1,Y,N,,,
3,3,6-5-3-134-2-12-65-23,N,Y,4-5,Y,N,4-6,Y,N,1,Y,Y,,,
3,3,5-6-3-12-65-2-134-23,N,Y,4-5,Y,N,4-6,Y,N,1,Y,N,,,
3,3,4-5-32-54-2-12-6-3-13,N,N,5-6,Y,N,4-6,Y,N,1,Y,Y,,,
3,3,5-21134-2-13,N,Y,5-6-32-6,N,Y,4-5,Y,Y,4-6,Y,N,,,
3,3,4-2-1-12-6-313,N,N,5-65-23,N,Y,4-5,Y,N,4-6,Y,Y,,,
3,3,5-2112-64-23,N,Y,4-6-313,N,N,4-5,Y,N,5-6,Y,N,,,
3,3,4-5-32-54-2-13,N,Y,6-2113,N,N,5-6,Y,N,4-6,Y,N,,,
3,3,6-234-6-3-12-4,N,Y,5-2-1-13,N,Y,4-5,Y,N,5-6,Y,N,,,
3,3,4-2112-6-32-5,N,N,4-5-3-13,N,N,5-6,Y,N,4-6,Y,N,,,
3,3,6-235-64-6-312-5,N,N,4-213,N,N,4-5,Y,N,1,Y,N,,,
3,3,4-54-6-3-12-4-32-6,N,Y,5-2-13,N,N,5-6,Y,N,1,Y,N,,,
3,3,6-5-32-45-2-134-5,N,N,6-213,N,N,4-6,Y,N,1,Y,N,,,
3,3,6-56-2-134-64-23,N,Y,5-213,N,N,4-5,Y,N,1,Y,N,,,
3,3,6-56-2-134-64-213,N,N,5-23,Y,Y,4-5,Y,N,1,Y,N,,,
3,3,6-56-2-134-6-3-12-4,N,Y,5-23,Y,Y,4-5,Y,N,1,Y,N,,,
3,3,6-54-56-2-135-213,N,N,4-23,Y,Y,4-6,Y,N,1,Y,N,,,
3,3,6-46-234-5,N,Y,5-6-313,N,Y,4-2-12-5,N,N,1,Y,Y,,,
3,3,5-64-5-32-4,N,Y,5-212-6,N,Y,4-6-313,N,Y,1,Y,Y,,,
3,3,4-64-212-5,N,Y,5-6-32-6,N,N,4-5-3-13,N,N,1,Y,Y,,,
3,3,6-54-64-23,N,N,5-212-6,N,N,4-5-313,N,Y,1,Y,Y,,,
3,3,5-64-5-32-4,N,N,5-212-6,N,Y,4-6-3-13,N,Y,1,Y,Y,,,
3,3,4-54-6-3-13,N,Y,5-65-23,N,Y,4-2-12-6,N,N,1,Y,Y,,,
3,3,4-64-2-12-6-3113,N,N,5-23,Y,Y,4-5,Y,N,5-6,Y,Y,,,
3,3,5-2-1-134-54-213,N,Y,6-23,Y,Y,5-6,Y,Y,4-6,Y,N,,,
3,3,5-2-12-64-6-3113,N,N,4-23,Y,Y,4-5,Y,Y,5-6,Y,N,,,
3,3,5-64-54-65-2-13,N,N,6-213,N,N,4-23,Y,Y,1,Y,N,,,
3,3,6-45-64-5-3-12-5,N,Y,4-2-13,N,N,6-23,Y,Y,1,Y,N,,,
3,3,5-64-54-65-213,N,N,4-2-13,N,N,6-23,Y,Y,1,Y,N,,,
3,3,4-2112-6,N,Y,5-65-23,N,Y,4-6-313,N,N,4-5,Y,Y,,,
3,3,4-5-3113,N,N,4-212-6,N,Y,4-6-32-5,N,Y,5-6,Y,Y,,,
3,3,5-2-12-6-313,N,N,4-54-23,N,Y,5-64-6,N,N,1,Y,Y,,,
3,3,5-2-12-6-3-13,N,N,4-64-23,N,N,6-54-5,N,N,1,Y,Y,,,
3,3,5-212-6-313,N,N,5-64-234-6,N,N,4-5,Y,N,1,Y,Y,,,
3,3,4-212-6-3-13,N,N,5-64-65-23,N,Y,4-5,Y,N,1,Y,Y,,,
3,3,6-4-32-45-64-5,N,N,5-213,N,N,6-2-13,N,N,1,Y,N,,,
3,3,6-54-56-4-32-4,N,Y,6-213,N,N,5-2-13,N,N,1,Y,N,,,
3,3,5-65-2113,N,N,4-54-6,N,N,6-2-13,N,N,4-23,Y,Y,,,
3,4,62-34-2-54-351-4,N,Y,61-3,Y,Y,1-2,Y,Y,5-6,Y,Y,,,
3,4,62-452-351-21-4,N,Y,61-3,Y,Y,3-4,Y,Y,5-6,Y,Y,,,
3,4,51-2-54-1-63-12-3,N,Y,62-4,Y,Y,3-4,Y,N,5-6,Y,Y,,,
3,4,61-2-64-1-54-21-3,N,N,52-3,Y,Y,3-4,Y,Y,5-6,Y,N,,,
3,4,62-352-43-451-3,N,N,61-4,Y,Y,1-2,Y,N,5-6,Y,Y,,,
3,4,61-2-53-1-54-12-3,N,Y,62-4,Y,Y,3-4,Y,Y,5-6,Y,N,,,
3,4,61-462-43-2-54-3,N,N,51-3,Y,Y,1-2,Y,Y,5-6,Y,Y,,,
3,4,61-34-2-53-4,N,N,51-45-6,N,Y,62-3,Y,Y,1-2,Y,Y,,,
3,4,61-352-46-5,N,N,51-21-4,N,N,62-3,Y,Y,3-4,Y,Y,,,
3,4,61-35-651-4,N,Y,62-34-3,N,Y,52-4,Y,Y,1-2,Y,Y,,,
3,4,61-45-64-2-5,N,Y,51-21-3,N,N,62-3,Y,Y,3-4,Y,Y,,,
3,4,52-45-63-21-2-6,N,N,51-3,Y,Y,61-4,Y,Y,3-4,Y,N,,,
3,4,6-54-1-651-21-3,N,Y,52-3,Y,Y,62-4,Y,Y,3-4,Y,N,,,
3,4,4-1-63-21-3,N,Y,6-53-4,N,N,51-2-6,N,N,52-4,Y,Y,,,
4,1,87421-3-5-6-8-875-4-6,N,N,431-2-5,N,N,2-3,Y,Y,6-7,Y,N,1,Y,N
4,1,865311-3-452-1-2-4-6,N,N,74-5-7-8,N,N,2-3,Y,N,6-7,Y,Y,8,Y,Y
4,1,87531-3-4-6-8-874-5-6,N,Y,521-2-4,N,N,2-3,Y,Y,6-7,Y,N,1,Y,Y
4,1,8743-1-3-54211-2-5-6,N,Y,864-5-7,N,N,2-3,Y,N,6-7,Y,Y,8,Y,N
4,1,87521-2-4-6-8-874-5-6,N,Y,431-3-5,N,N,2-3,Y,N,6-7,Y,N,1,Y,Y
4,1,86431-3-5-7-8-874-5-6,N,N,521-2-4,N,N,2-3,Y,N,6-7,Y,N,1,Y,Y
4,1,6-76421-231-3-5-6-8,N,Y,74-5-7-8,N,N,52-3-4,N,N,8,Y,Y,1,Y,Y
4,1,7-67431-23-1-2-5-7-8,N,Y,64-5-6-8,N,N,42-3-5,N,Y,8,Y,Y,1,Y,N
4,1,87521-231-3-4-76-7,N,N,864-5-6,N,N,42-3-5,N,N,8,Y,Y,1,Y,Y
4,1,753-1-321-2-4-76-7-8,N,N,64-5-6-8,N,N,52-3-4,N,Y,8,Y,Y,1,Y,Y
4,1,7-67531-23-1-2-4-7-8,N,N,64-5-6-8,N,N,52-3-4,N,Y,8,Y,Y,1,Y,N
4,1,7521-23-1-3-4-76-7-8,N,Y,864-5-6,N,N,42-3-5,N,Y,8,Y,Y,1,Y,Y
4,1,8643-2-4521-3-5-6,N,Y,874-5-7,N,Y,311-2,N,N,6-7,Y,Y,8,Y,Y
4,1,875311-23-1-2-4-6,N,N,74-5-6-8,N,N,52-3-4,N,N,6-7,Y,Y,8,Y,N
4,1,88653-1-231-2-4-6,N,N,74-5-7-8,N,Y,52-3-4,N,Y,6-7,Y,Y,1,Y,N
4,1,7421-231-3-5-6-8-8,N,Y,64-5-7-8,N,Y,52-3-4,N,Y,6-7,Y,Y,1,Y,Y
4,1,87431-2-542-3-5-7,N,Y,64-5-6-8,N,Y,211-3,N,Y,6-7,Y,N,8,Y,Y
